timestamp,exchange,period,instrument,base,quote,price
2022-12-10 06:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1263.50439479825
2022-12-10 06:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1264.04506661164
2022-12-10 06:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1264.20614459858
2022-12-10 07:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1264.19394432154
2022-12-10 07:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1265.03056554288
2022-12-10 07:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1265.49979946579
2022-12-10 07:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1265.71436841392
2022-12-10 08:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1264.87315029763
2022-12-10 08:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1264.62147672822
2022-12-10 08:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1265.36140063499
2022-12-10 08:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1263.8793159838
2022-12-10 09:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1263.35578661808
2022-12-10 09:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1263.07464413973
2022-12-10 09:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1261.21610777244
2022-12-10 09:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1262.89710889917
2022-12-10 10:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1265.18949123301
2022-12-10 10:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1266.43053916416
2022-12-10 10:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1265.91652815695
2022-12-10 10:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1265.13523778245
2022-12-10 11:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1265.39767599057
2022-12-10 11:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1265.10590514086
2022-12-10 11:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1265.39461115034
2022-12-10 11:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1265.86118703326
2022-12-10 12:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1266.93355722908
2022-12-10 12:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1267.08270817734
2022-12-10 12:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1266.56315100157
2022-12-10 12:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1265.80369257005
2022-12-10 13:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1266.08775814293
2022-12-10 13:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1267.32335975731
2022-12-10 13:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1265.11322781329
2022-12-10 13:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1265.32974834224
2022-12-10 14:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1267.26318219567
2022-12-10 14:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1267.6777381437
2022-12-10 14:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1268.47115779356
2022-12-10 14:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1271.55960691326
2022-12-10 15:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1272.1116563706
2022-12-10 15:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1272.14808283412
2022-12-10 15:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1275.76499349737
2022-12-10 15:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1276.23252498944
2022-12-10 16:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1277.25157110964
2022-12-10 16:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1279.36355867431
2022-12-10 16:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1275.66388288113
2022-12-10 16:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1275.48094298337
2022-12-10 17:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1274.60783198452
2022-12-10 17:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1275.26087377861
2022-12-10 17:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1273.6477338024
2022-12-10 17:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1273.17181555267
2022-12-10 18:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1269.68725008035
2022-12-10 18:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1269.87218664031
2022-12-10 18:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1271.1587040143
2022-12-10 18:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1270.94864058772
2022-12-10 19:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1272.00074949339
2022-12-10 19:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1273.01120606372
2022-12-10 19:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1271.4400832381
2022-12-10 19:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1271.44988887865
2022-12-10 20:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1271.75589185051
2022-12-10 20:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1271.64415623072
2022-12-10 20:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1272.85258191145
2022-12-10 20:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1271.94790919042
2022-12-10 21:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1272.60036624768
2022-12-10 21:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1272.61276423639
2022-12-10 21:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1271.19119860653
2022-12-10 21:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1269.75368685831
2022-12-10 22:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1268.59737460169
2022-12-10 22:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1267.82859180587
2022-12-10 22:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1268.83561972772
2022-12-10 22:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1267.91507582948
2022-12-10 23:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1268.30854610688
2022-12-10 23:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1269.27799459959
2022-12-10 23:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1268.59077338193
2022-12-10 23:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1266.02926430039
2022-12-11 00:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1263.78721213246
2022-12-11 00:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1265.58054221493
2022-12-11 00:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1266.59527275358
2022-12-11 00:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1267.55571611872
2022-12-11 01:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1267.41552198814
2022-12-11 01:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1269.06818331001
2022-12-11 01:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1268.80870807608
2022-12-11 01:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1268.29749823435
2022-12-11 02:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1269.97549996996
2022-12-11 02:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1270.8680668414
2022-12-11 02:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1270.18212383023
2022-12-11 02:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1270.72279841545
2022-12-11 03:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1270.3744614483
2022-12-11 03:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1269.76005098113
2022-12-11 03:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1270.49180173933
2022-12-11 03:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1272.07824443485
2022-12-11 04:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1272.50801467383
2022-12-11 04:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1273.28667319409
2022-12-11 04:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1272.99031150585
2022-12-11 04:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1272.83046500955
2022-12-11 05:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1273.41688128739
2022-12-11 05:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1273.42039132406
2022-12-11 05:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1274.35877750486
2022-12-11 05:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1276.51371775934
2022-12-11 06:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1275.16991192354
2022-12-11 06:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1276.92447954852
2022-12-11 06:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1275.80151977634
2022-12-11 06:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1274.58487388559
2022-12-11 07:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1274.25768664598
2022-12-11 07:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1273.48758240408
2022-12-11 07:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1274.18473156905
2022-12-11 07:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1275.4743875632
2022-12-11 08:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1275.85100235541
2022-12-11 08:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1275.81329459943
2022-12-11 08:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1275.5803918033
2022-12-11 08:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1274.70266964552
2022-12-11 09:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1274.10274916208
2022-12-11 09:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1274.04080169068
2022-12-11 09:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1273.53194532084
2022-12-11 09:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1272.07715914987
2022-12-11 10:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1271.51085680246
2022-12-11 10:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1271.76580482117
2022-12-11 10:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1272.08030758699
2022-12-11 10:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1272.46273775369
2022-12-11 11:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1272.93376005316
2022-12-11 11:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1271.81007572001
2022-12-11 11:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1271.80776750035
2022-12-11 11:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1271.76008928191
2022-12-11 12:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1273.26367470019
2022-12-11 12:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1272.34328829788
2022-12-11 12:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1272.27578439464
2022-12-11 12:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1273.01459270595
2022-12-11 13:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1274.08833154182
2022-12-11 13:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1274.17464273515
2022-12-11 13:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1275.15683839062
2022-12-11 13:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1274.26594905724
2022-12-11 14:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1272.39425888331
2022-12-11 14:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1271.21934534475
2022-12-11 14:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1270.24384740023
2022-12-11 14:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1270.56920597668
2022-12-11 15:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1271.41079252562
2022-12-11 15:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1272.08800255649
2022-12-11 15:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1272.73805645232
2022-12-11 15:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1272.98384780636
2022-12-11 16:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1273.85221135724
2022-12-11 16:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1272.8420754385
2022-12-11 16:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1271.42578953039
2022-12-11 16:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1273.68150586128
2022-12-11 17:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1273.87747538396
2022-12-11 17:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1274.56548796227
2022-12-11 17:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1275.16708150387
2022-12-11 17:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1275.008895061
2022-12-11 18:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1273.41302093331
2022-12-11 18:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1273.87138967106
2022-12-11 18:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1274.21187279624
2022-12-11 18:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1274.81472597937
2022-12-11 19:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1276.54567428145
2022-12-11 19:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1281.82329849443
2022-12-11 19:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1281.64933437162
2022-12-11 19:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1275.64293346224
2022-12-11 20:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1275.15521142616
2022-12-11 20:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1272.1659047612
2022-12-11 20:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1266.10687867142
2022-12-11 20:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1264.80406368811
2022-12-11 21:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1266.73015723835
2022-12-11 21:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1266.09588695295
2022-12-11 21:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1267.59125982259
2022-12-11 21:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1268.2689086088
2022-12-11 22:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1265.35861983496
2022-12-11 22:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1264.3781214573
2022-12-11 22:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1265.55922318671
2022-12-11 22:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1261.30291682961
2022-12-11 23:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1262.7803851169
2022-12-11 23:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1265.43004820528
2022-12-11 23:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1262.86348796053
2022-12-11 23:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1262.07111781477
2022-12-12 00:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1263.25237571325
2022-12-12 00:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1259.2150147627
2022-12-12 00:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1256.54979158475
2022-12-12 00:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1255.41348047188
2022-12-12 01:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1253.30198981008
2022-12-12 01:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1253.28924745888
2022-12-12 01:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1254.729516906
2022-12-12 01:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1256.05236173006
2022-12-12 02:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1256.14924455358
2022-12-12 02:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1255.81929340379
2022-12-12 02:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1256.19127360214
2022-12-12 02:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1256.13515988454
2022-12-12 03:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1246.97680413085
2022-12-12 03:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1244.80611386619
2022-12-12 03:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1244.44792761378
2022-12-12 03:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1244.59997901301
2022-12-12 04:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1243.44707772773
2022-12-12 04:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1242.18412859374
2022-12-12 04:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1245.19727663425
2022-12-12 04:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1245.29837281515
2022-12-12 05:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1245.88365521568
2022-12-12 05:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1246.04410573478
2022-12-12 05:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1245.40004518084
2022-12-12 05:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1245.7797421944
2022-12-12 06:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1247.14054561902
2022-12-12 06:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1246.78665995425
2022-12-12 06:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1246.78191215059
2022-12-12 06:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1246.05004652
2022-12-12 07:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1246.06838470876
2022-12-12 07:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1246.73924682801
2022-12-12 07:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1245.29923436716
2022-12-12 07:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1246.17498134466
2022-12-12 08:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1246.75953931865
2022-12-12 08:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1245.23848327985
2022-12-12 08:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1243.94559688484
2022-12-12 08:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1246.2020118782
2022-12-12 09:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1247.14876891919
2022-12-12 09:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1249.62458301341
2022-12-12 09:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1250.15128644071
2022-12-12 09:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1251.78628122924
2022-12-12 10:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1252.82895474192
2022-12-12 10:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1251.51002721468
2022-12-12 10:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1253.6198591062
2022-12-12 10:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1255.13868132045
2022-12-12 11:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1256.3943125571
2022-12-12 11:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1254.9917629387
2022-12-12 11:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1254.5048595839
2022-12-12 11:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1254.13155257625
2022-12-12 12:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1254.36717976657
2022-12-12 12:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1254.41638376721
2022-12-12 12:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1251.0677860053
2022-12-12 12:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1245.84921287922
2022-12-12 13:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1247.46802207756
2022-12-12 13:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1249.76213589998
2022-12-12 13:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1249.22934891912
2022-12-12 13:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1250.8724126014
2022-12-12 14:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1248.31415483846
2022-12-12 14:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1248.93360371607
2022-12-12 14:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1252.08449327906
2022-12-12 14:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1248.3821345223
2022-12-12 15:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1251.25112299271
2022-12-12 15:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1252.10849805654
2022-12-12 15:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1250.74958113256
2022-12-12 15:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1251.09751966286
2022-12-12 16:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1249.60880119793
2022-12-12 16:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1250.62113519558
2022-12-12 16:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1250.95641980394
2022-12-12 16:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1253.04426298311
2022-12-12 17:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1251.79265534631
2022-12-12 17:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1251.73754247736
2022-12-12 17:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1252.21051335246
2022-12-12 17:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1253.00732718873
2022-12-12 18:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1254.15937721329
2022-12-12 18:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1253.20032965679
2022-12-12 18:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1254.32424030767
2022-12-12 18:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1253.66833361852
2022-12-12 19:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1255.36950139947
2022-12-12 19:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1254.43425618787
2022-12-12 19:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1254.04047169462
2022-12-12 19:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1253.19099237161
2022-12-12 20:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1252.61913737203
2022-12-12 20:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1254.61966590713
2022-12-12 20:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1254.50175162011
2022-12-12 20:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1255.01059449195
2022-12-12 21:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1259.48997532409
2022-12-12 21:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1271.08104326464
2022-12-12 21:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1274.78593807574
2022-12-12 21:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1275.62771851411
2022-12-12 22:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1275.65320890823
2022-12-12 22:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1275.59230444875
2022-12-12 22:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1273.97736549365
2022-12-12 22:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1274.92911753657
2022-12-12 23:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1272.67748482311
2022-12-12 23:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1272.64627766363
2022-12-12 23:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1273.95942344711
2022-12-12 23:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1275.06974735761
2022-12-13 00:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1275.84032198168
2022-12-13 00:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1275.38800573211
2022-12-13 00:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1272.79435789351
2022-12-13 00:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1272.1777490536
2022-12-13 01:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1270.35749511223
2022-12-13 01:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1270.04435204244
2022-12-13 01:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1270.33274503594
2022-12-13 01:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1268.71167230743
2022-12-13 02:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1267.06127408385
2022-12-13 02:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1267.86964383009
2022-12-13 02:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1267.1993889335
2022-12-13 02:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1268.24156251671
2022-12-13 03:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1270.25518193813
2022-12-13 03:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1270.01362424066
2022-12-13 03:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1271.07672217655
2022-12-13 03:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1270.21283454138
2022-12-13 04:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1269.90328044494
2022-12-13 04:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1269.33613071639
2022-12-13 04:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1273.23954095297
2022-12-13 04:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1274.09024131444
2022-12-13 05:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1273.3142133972
2022-12-13 05:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1272.20338951877
2022-12-13 05:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1272.23190471193
2022-12-13 05:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1271.49677132447
2022-12-13 06:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1272.26731287895
2022-12-13 06:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1270.95045788385
2022-12-13 06:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1272.07243455729
2022-12-13 06:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1271.57852706866
2022-12-13 07:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1267.713453697
2022-12-13 07:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1265.09903848961
2022-12-13 07:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1258.50019196625
2022-12-13 07:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1262.63004889565
2022-12-13 08:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1266.04079968232
2022-12-13 08:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1265.12811819472
2022-12-13 08:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1266.16621517382
2022-12-13 08:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1269.26474180631
2022-12-13 09:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1266.36113367531
2022-12-13 09:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1266.11284092166
2022-12-13 09:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1268.28870999282
2022-12-13 09:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1267.76167219904
2022-12-13 10:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1273.99021200343
2022-12-13 10:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1280.35539622279
2022-12-13 10:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1281.63660884251
2022-12-13 10:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1283.0139155536
2022-12-13 11:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1280.17824657293
2022-12-13 11:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1283.06179531713
2022-12-13 11:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1286.70458893945
