timestamp,exchange,period,instrument,base,quote,price
2023-01-14 01:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1551.02794486928
2023-01-14 01:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1548.66981939238
2023-01-14 02:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1550.85797681992
2023-01-14 02:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1556.28629714477
2023-01-14 02:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1555.97178353048
2023-01-14 02:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1560.35618179124
2023-01-14 03:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1557.90893966554
2023-01-14 03:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1554.72096889837
2023-01-14 03:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1555.15709141459
2023-01-14 03:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1553.78542298173
2023-01-14 04:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1555.17634805999
2023-01-14 04:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1555.81167562811
2023-01-14 04:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1553.33609974475
2023-01-14 04:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1554.46101337569
2023-01-14 05:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1553.98228668416
2023-01-14 05:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1547.78011358141
2023-01-14 05:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1544.93197183033
2023-01-14 05:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1547.16015621331
2023-01-14 06:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1547.15475869425
2023-01-14 06:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1549.37661049064
2023-01-14 06:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1550.20270333363
2023-01-14 06:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1550.8510070837
2023-01-14 07:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1554.44723470079
2023-01-14 07:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1556.06219253732
2023-01-14 07:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1554.72988704486
2023-01-14 07:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1551.86458940577
2023-01-14 08:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1552.9654176297
2023-01-14 08:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1556.95398304617
2023-01-14 08:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1561.40841645841
2023-01-14 08:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1563.25606905915
2023-01-14 09:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1564.61370724843
2023-01-14 09:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1556.54182664942
2023-01-14 09:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1528.62073395364
2023-01-14 09:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1520.81744599878
2023-01-14 10:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1519.54292738319
2023-01-14 10:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1521.12636294131
2023-01-14 10:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1514.3214256932
2023-01-14 10:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1517.06191942347
2023-01-14 11:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1522.20863087199
2023-01-14 11:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1529.35119694603
2023-01-14 11:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1531.24300256864
2023-01-14 11:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1529.01426208583
2023-01-14 12:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1530.49748810178
2023-01-14 12:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1528.03500518817
2023-01-14 12:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1529.51013927521
2023-01-14 12:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1541.57854880469
2023-01-14 13:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1538.86090476089
2023-01-14 13:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1537.2821467346
2023-01-14 13:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1534.26707324669
2023-01-14 13:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1533.1495561001
2023-01-14 14:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1531.79624719904
2023-01-14 14:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1533.29570365756
2023-01-14 14:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1532.26512920232
2023-01-14 14:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1527.67587414754
2023-01-14 15:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1521.88685866318
2023-01-14 15:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1521.56369989867
2023-01-14 15:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1521.5238260206
2023-01-14 15:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1524.35768272833
2023-01-14 16:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1524.23460212063
2023-01-14 16:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1525.35767496481
2023-01-14 16:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1528.16199931204
2023-01-14 16:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1528.59951795459
2023-01-14 17:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1527.26413168583
2023-01-14 17:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1529.36339604747
2023-01-14 17:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1532.77507524643
2023-01-14 17:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1534.58191950882
2023-01-14 18:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1531.7359760016
2023-01-14 18:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1529.99221248255
2023-01-14 18:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1528.34355303433
2023-01-14 18:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1532.06117569742
2023-01-14 19:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1532.75958521942
2023-01-14 19:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1532.68280862309
2023-01-14 19:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1533.90480114526
2023-01-14 19:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1534.16769391418
2023-01-14 20:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1531.17895571179
2023-01-14 20:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1528.27726451763
2023-01-14 20:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1531.31856543252
2023-01-14 20:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1534.15796992918
2023-01-14 21:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1534.89103007124
2023-01-14 21:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1535.6466416532
2023-01-14 21:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1535.09330888378
2023-01-14 21:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1537.36087747087
2023-01-14 22:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1538.41356314501
2023-01-14 22:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1539.3230334654
2023-01-14 22:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1539.93082015163
2023-01-14 22:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1548.61105229851
2023-01-14 23:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1548.92391887959
2023-01-14 23:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1549.91095126932
2023-01-14 23:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1550.94952868874
2023-01-14 23:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1551.76433865584
2023-01-15 00:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1552.90049132359
2023-01-15 00:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1549.32615342066
2023-01-15 00:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1545.43622479
2023-01-15 00:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1524.56893331206
2023-01-15 01:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1528.28999636627
2023-01-15 01:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1524.97243908899
2023-01-15 01:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1524.0278784141
2023-01-15 01:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1524.87008203932
2023-01-15 02:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1528.74034924604
2023-01-15 02:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1529.14252849699
2023-01-15 02:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1527.67636808337
2023-01-15 02:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1524.77353107957
2023-01-15 03:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1524.42282268949
2023-01-15 03:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1523.47085549761
2023-01-15 03:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1521.01232769899
2023-01-15 03:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1522.62554644723
2023-01-15 04:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1525.46332229843
2023-01-15 04:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1527.02219498419
2023-01-15 04:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1527.20063987163
2023-01-15 04:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1527.7957648435
2023-01-15 05:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1526.07807238135
2023-01-15 05:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1525.47324313457
2023-01-15 05:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1527.99364038196
2023-01-15 05:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1528.41534332732
2023-01-15 06:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1528.69095892343
2023-01-15 06:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1527.43679818825
2023-01-15 06:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1527.83886072911
2023-01-15 06:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1527.2159855032
2023-01-15 07:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1526.03661470159
2023-01-15 07:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1523.90636801286
2023-01-15 07:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1524.81257260999
2023-01-15 07:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1526.12392081926
2023-01-15 08:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1528.66090522474
2023-01-15 08:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1529.2034489092
2023-01-15 08:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1523.44643396943
2023-01-15 08:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1523.90613468268
2023-01-15 09:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1523.35709068362
2023-01-15 09:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1522.79333603624
2023-01-15 09:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1524.73130145987
2023-01-15 09:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1525.72470050144
2023-01-15 10:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1529.08845227834
2023-01-15 10:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1531.2001099873
2023-01-15 10:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1530.11184724771
2023-01-15 10:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1529.46890377418
2023-01-15 11:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1530.71501240836
2023-01-15 11:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1530.84374769391
2023-01-15 11:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1532.66331994308
2023-01-15 11:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1532.36281521599
2023-01-15 12:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1532.84810117843
2023-01-15 12:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1535.55612752199
2023-01-15 12:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1532.33753561153
2023-01-15 12:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1531.14971997054
2023-01-15 13:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1532.53598059579
2023-01-15 13:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1533.8155576054
2023-01-15 13:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1534.79508952148
2023-01-15 13:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1536.57477136305
2023-01-15 14:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1532.65227389249
2023-01-15 14:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1533.08419993604
2023-01-15 14:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1532.91667210345
2023-01-15 14:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1535.7716915466
2023-01-15 15:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1539.91522712927
2023-01-15 15:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1543.20929152729
2023-01-15 15:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1545.14924579413
2023-01-15 15:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1548.9395351418
2023-01-15 16:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1556.45727846036
2023-01-15 16:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1558.65792347486
2023-01-15 16:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1550.21751447685
2023-01-15 16:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1547.22322144401
2023-01-15 17:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1546.70696058295
2023-01-15 17:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1548.41690673776
2023-01-15 17:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1559.46022006514
2023-01-15 17:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1556.70176694503
2023-01-15 18:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1551.74992152417
2023-01-15 18:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1541.18439494945
2023-01-15 18:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1543.91079526774
2023-01-15 18:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1546.41073328669
2023-01-15 19:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1549.4631006215
2023-01-15 19:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1546.16059028354
2023-01-15 19:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1554.1427494664
2023-01-15 19:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1552.69338002897
2023-01-15 20:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1551.41512376343
2023-01-15 20:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1549.3321875174
2023-01-15 20:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1549.9844777969
2023-01-15 20:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1549.15066897492
2023-01-15 21:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1553.87334142535
2023-01-15 21:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1552.58711737219
2023-01-15 21:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1550.96336407771
2023-01-15 21:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1553.22945239305
2023-01-15 22:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1552.20486744954
2023-01-15 22:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1547.70681292045
2023-01-15 22:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1545.11769179698
2023-01-15 22:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1546.20093880948
2023-01-15 23:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1556.57349621785
2023-01-15 23:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1555.81746263046
2023-01-15 23:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1554.2625887842
2023-01-15 23:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1550.9009593055
2023-01-16 00:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1551.98676054881
2023-01-16 00:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1554.6599433524
2023-01-16 00:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1548.16973499722
2023-01-16 00:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1549.35643648422
2023-01-16 01:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1555.64611060118
2023-01-16 01:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1565.28270240281
2023-01-16 01:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1568.13901558215
2023-01-16 01:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1565.84180262318
2023-01-16 02:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1568.56927096777
2023-01-16 02:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1565.80800379617
2023-01-16 02:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1576.63179928504
2023-01-16 02:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1578.62463756082
2023-01-16 03:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1574.71616501985
2023-01-16 03:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1569.71710152058
2023-01-16 03:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1569.43771433893
2023-01-16 03:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1568.67669846932
2023-01-16 04:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1568.36835568891
2023-01-16 04:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1571.43614035991
2023-01-16 04:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1570.0862753757
2023-01-16 04:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1571.29024181389
2023-01-16 05:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1573.18147289806
2023-01-16 05:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1573.20551023363
2023-01-16 05:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1572.78164493006
2023-01-16 05:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1573.6296315403
2023-01-16 06:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1575.78965200956
2023-01-16 06:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1576.03234056635
2023-01-16 06:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1574.69855704858
2023-01-16 06:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1571.91431838293
2023-01-16 07:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1573.34160981872
2023-01-16 07:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1568.7936827796
2023-01-16 07:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1567.57066064123
2023-01-16 07:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1567.80807307479
2023-01-16 08:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1564.77349771499
2023-01-16 08:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1540.0228578425
2023-01-16 08:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1541.16193732734
2023-01-16 08:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1541.05771195733
2023-01-16 09:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1539.41621593478
2023-01-16 09:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1539.02613318842
2023-01-16 09:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1542.56447537153
2023-01-16 09:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1543.11448036183
2023-01-16 10:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1543.88390446747
2023-01-16 10:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1548.63948092967
2023-01-16 10:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1550.00051967053
2023-01-16 10:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1547.60536615073
2023-01-16 11:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1547.35199429415
2023-01-16 11:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1546.41161175137
2023-01-16 11:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1543.49808035375
2023-01-16 11:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1544.56717884177
2023-01-16 12:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1544.15061172338
2023-01-16 12:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1544.84634047754
2023-01-16 12:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1544.69537900371
2023-01-16 12:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1541.86777824876
2023-01-16 13:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1541.40189421478
2023-01-16 13:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1542.98954744188
2023-01-16 13:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1543.81595906797
2023-01-16 13:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1543.63836414944
2023-01-16 14:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1541.84264054074
2023-01-16 14:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1542.61049863235
2023-01-16 14:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1541.87628406331
2023-01-16 14:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1546.17948832143
2023-01-16 15:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1542.50294538831
2023-01-16 15:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1534.33643969858
2023-01-16 15:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1537.50120538993
2023-01-16 15:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1547.85880120137
2023-01-16 16:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1550.10921955264
2023-01-16 16:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1550.84412726519
2023-01-16 16:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1555.19528158962
2023-01-16 16:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1549.90638260276
2023-01-16 17:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1549.50192423409
2023-01-16 17:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1552.55383966786
2023-01-16 17:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1554.20128584751
2023-01-16 17:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1555.99025065136
2023-01-16 18:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1560.10549402393
2023-01-16 18:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1560.10955088841
2023-01-16 18:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1558.15255224919
2023-01-16 18:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1562.51771392084
2023-01-16 19:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1570.95199685268
2023-01-16 19:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1586.8133246073
2023-01-16 19:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1589.07060991616
2023-01-16 19:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1594.99857987936
2023-01-16 20:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1594.11307777193
2023-01-16 20:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1592.24273326785
2023-01-16 20:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1591.54044554835
2023-01-16 20:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1592.04728072367
2023-01-16 21:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1589.53276578912
2023-01-16 21:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1586.31350715802
2023-01-16 21:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1581.19186110839
2023-01-16 21:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1579.20733466727
2023-01-16 22:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1580.41249972997
2023-01-16 22:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1582.22041122662
2023-01-16 22:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1584.31355667184
2023-01-16 22:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1582.07543873815
2023-01-16 23:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1580.76751006372
2023-01-16 23:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1577.52588591144
2023-01-16 23:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1580.42932846685
2023-01-16 23:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1579.64922450127
2023-01-17 00:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1576.54387022512
2023-01-17 00:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1574.76522025437
2023-01-17 00:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1579.62781384866
2023-01-17 00:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1570.28945132804
2023-01-17 01:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1565.97604577681
2023-01-17 01:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1558.11467344978
2023-01-17 01:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1552.52386528667
2023-01-17 01:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1554.92240895993
2023-01-17 02:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1556.27236148326
2023-01-17 02:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1556.8824785896
2023-01-17 02:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1556.18389416919
2023-01-17 02:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1557.97947290112
2023-01-17 03:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1560.2860342656
2023-01-17 03:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1560.74406246409
2023-01-17 03:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1560.63158744768
2023-01-17 03:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1562.16519951481
2023-01-17 04:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1564.33944728765
2023-01-17 04:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1563.33982770089
2023-01-17 04:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1568.20965919959
2023-01-17 04:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1571.5822777489
2023-01-17 05:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1568.12374368257
2023-01-17 05:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1569.55091865887
2023-01-17 05:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1569.25999721836
2023-01-17 05:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1568.95232178621
2023-01-17 06:00:00+00,DYDX,15M,ETH-USD,ETH,USD,1569.00706658715
2023-01-17 06:15:00+00,DYDX,15M,ETH-USD,ETH,USD,1568.31281473376
2023-01-17 06:30:00+00,DYDX,15M,ETH-USD,ETH,USD,1565.76477605772
2023-01-17 06:45:00+00,DYDX,15M,ETH-USD,ETH,USD,1565.25520827603
